No.,Time,FrameCounter,LX,LY,LP,RX,RY,RP,CX,CY,D,D-Sts,M-Sts,E-Sts,DISABLE_R,XMIN_ERR_R,XMAX_ERR_R,YMIN_ERR_R,YMAX_ERR_R,PUKJ_ERR_R,PUPIL_ERR_R,CALC_ERR_R,METHOD_MSB_R,METHOD_LSB_R,DISABLE_C,XMIN_ERR_C,XMAX_ERR_C,YMIN_ERR_C,YMAX_ERR_C,CALC_ERR_C,DISABLE_L,XMIN_ERR_L,XMAX_ERR_L,YMIN_ERR_L,YMAX_ERR_L,PUKJ_ERR_L,PUPL_ERR_L,CALC_ERR_L,METHOD_MSB_L,METHOD_LSB_L,SCENE,CUE3_DSTATION,CUE2_EXTERNAL,CUE1_SWITCH,TTL_WINK_R,TTL_FIX_R,DTTL_PUPIL_R,TTL_SLEEP_R,TTL_FIX_C,TTL_WINK_L,TTL_FIX_L,TTL_PUPIL_L,TTL_SLEEP_L
00002203,36.754,00:07:53:023,288.2,312.6,3.18,244.4,304.5,2.71,261.0,349.2,0.352,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002204,36.770,00:07:53:024,281.2,305.4,3.32,261.1,312.5,2.96,269.0,332.3,0.701,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002205,36.787,00:07:53:025,278.2,300.1,3.34,272.3,320.8,3.15,274.7,326.5,1.550,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002206,36.804,00:07:53:026,278.7,301.4,3.33,263.2,316.4,3.18,269.3,331.6,0.857,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002207,36.820,00:07:53:027,277.3,297.2,3.32,274.7,301.5,3.16,275.8,304.0,2.111,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002208,36.837,00:07:53:028,280.8,297.8,3.25,230.4,314.1,2.75,248.2,367.2,0.307,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00002209,36.854,00:07:53:029,278.6,296.5,3.31,263.4,301.1,3.03,269.5,315.5,0.869,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00002210,36.870,00:07:53:030,277.8,293.9,3.41,286.2,299.7,3.31,282.0,296.8,100.000,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00002211,36.887,00:07:53:031,284.2,290.7,3.24,224.1,298.3,2.51,244.9,360.9,0.256,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00002212,36.904,00:07:53:032,283.6,295.8,3.23,243.5,304.5,2.83,258.4,345.0,0.383,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00002213,36.921,00:07:53:033,277.3,291.6,3.40,282.4,301.1,3.31,280.3,296.5,13.453,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00002214,36.937,00:07:53:034,280.8,289.8,3.31,258.3,304.7,3.01,267.1,326.6,0.639,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00002215,36.954,00:07:53:035,279.7,290.3,3.34,262.1,296.0,3.02,269.0,312.6,0.778,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00002216,36.971,00:07:53:036,273.9,289.9,3.32,256.1,306.8,3.17,262.9,324.0,0.774,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00002217,36.987,00:07:53:037,262.0,296.2,3.37,251.1,304.3,3.12,255.1,314.6,1.097,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002218,37.004,00:07:53:038,263.4,293.4,3.32,239.9,296.4,2.92,248.2,318.8,0.619,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002219,37.021,00:07:53:039,261.3,296.2,3.39,262.6,303.0,3.31,262.1,301.9,3.725,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002220,37.037,00:07:53:040,265.2,294.0,3.27,226.1,304.6,2.85,239.1,343.9,0.393,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002221,37.054,00:07:53:041,263.3,293.8,3.38,247.1,298.1,3.04,253.0,313.4,0.830,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002222,37.071,00:07:53:042,262.9,295.2,3.36,242.9,296.3,2.96,250.0,315.3,0.705,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002223,37.087,00:07:53:043,263.9,293.6,3.37,248.7,304.3,3.11,254.3,318.8,0.871,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00002224,37.104,00:07:53:044,264.0,293.0,3.40,246.0,308.3,3.14,252.5,325.8,0.763,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00002225,37.121,00:07:53:045,265.0,296.3,3.36,243.0,306.6,3.11,250.9,328.1,0.652,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00002226,37.137,00:07:53:046,265.3,291.8,3.37,246.0,298.9,3.04,253.0,317.3,0.726,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00002227,37.154,00:07:53:047,267.7,293.3,3.38,236.9,296.1,2.91,247.8,326.0,0.489,0x00000000,0x00000000,0x00004140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,1,0,1,0,0
00002228,37.171,00:07:53:048,291.8,276.5,3.44,291.2,283.8,3.30,291.4,284.3,2.759,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002229,37.187,00:07:53:049,316.5,256.2,3.20,290.6,261.0,3.21,302.6,283.8,0.570,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002230,37.204,00:07:53:050,316.6,234.7,3.21,268.7,211.8,2.97,289.7,250.9,0.323,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002231,37.221,00:07:53:051,308.4,236.9,3.42,293.1,256.0,3.24,300.1,269.1,0.864,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002232,37.238,00:07:53:052,315.9,236.1,3.28,287.2,248.2,3.20,300.4,272.9,0.521,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002233,37.254,00:07:53:053,314.8,239.6,3.33,274.9,225.1,2.95,292.6,258.2,0.385,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002234,37.271,00:07:53:054,314.1,233.1,3.34,297.5,244.9,3.19,305.3,258.7,0.813,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002235,37.288,00:07:53:055,319.4,238.9,3.25,267.4,238.9,3.21,290.2,285.1,0.297,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002236,37.304,00:07:53:056,314.4,236.6,3.37,299.4,250.5,3.27,306.4,263.1,0.878,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00002237,37.321,00:07:53:057,321.9,237.8,3.24,267.5,221.4,2.88,291.5,267.7,0.284,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00002238,37.338,00:07:53:058,316.2,235.4,3.35,293.1,249.0,3.17,303.9,268.7,0.627,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00002239,37.354,00:07:53:059,292.0,234.8,3.40,267.6,245.3,3.24,277.7,265.9,0.600,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002240,37.371,00:07:54:000,292.7,232.8,3.46,265.1,257.8,3.14,276.5,282.0,0.539,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002241,37.388,00:07:54:001,303.5,236.2,3.30,231.2,208.8,2.89,258.2,270.6,0.211,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002242,37.404,00:07:54:002,291.0,235.3,3.52,274.1,255.5,3.23,281.2,270.0,0.801,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002243,37.421,00:07:54:003,293.8,230.9,4.64,215.7,193.7,2.83,242.3,258.8,0.193,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002244,37.438,00:07:54:004,298.4,237.0,3.38,271.8,251.2,3.18,283.1,274.2,0.556,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002245,37.454,00:07:54:005,294.7,231.8,3.47,276.7,250.4,3.21,284.4,265.6,0.767,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00002246,37.471,00:07:54:006,310.4,232.0,3.49,241.3,214.7,2.85,268.5,274.4,0.221,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002247,37.488,00:07:54:007,299.6,235.3,3.43,267.6,248.4,3.08,281.1,276.2,0.473,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002248,37.504,00:07:54:008,308.7,232.7,3.25,266.6,250.0,3.08,284.6,287.6,0.366,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002249,37.521,00:07:54:009,308.0,234.1,3.30,275.4,243.8,3.19,289.6,271.8,0.465,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002250,37.538,00:07:54:010,300.7,231.6,3.43,283.8,245.6,3.27,291.3,259.7,0.803,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002251,37.555,00:07:54:011,312.9,232.0,3.22,250.2,221.4,2.93,275.8,275.7,0.245,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002252,37.571,00:07:54:012,305.7,234.5,3.40,274.8,252.1,3.16,288.2,279.1,0.488,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00002253,37.588,00:07:54:013,308.0,232.0,3.34,268.9,216.1,3.08,285.7,247.7,0.393,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00002254,37.605,00:07:54:014,258.6,234.3,3.47,217.0,221.2,3.00,230.1,255.5,0.370,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002255,37.621,00:07:54:015,200.5,221.0,3.45,144.0,236.6,2.68,152.8,286.9,0.273,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002256,37.638,00:07:54:016,132.3,210.6,3.47,77.3,279.7,2.24,77.4,334.0,0.281,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002257,37.655,00:07:54:017,124.7,207.0,3.44,93.0,241.4,3.11,94.1,268.4,0.476,0x00000480,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002258,37.671,00:07:54:018,113.8,206.8,3.54,68.3,243.9,2.92,67.4,284.1,0.340,0x00000480,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002259,37.688,00:07:54:019,117.2,204.7,3.42,73.0,268.3,2.73,72.6,309.7,0.349,0x00000480,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002260,37.705,00:07:54:020,118.2,205.2,3.48,102.2,238.0,3.15,103.1,251.0,0.840,0x00000480,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002261,37.721,00:07:54:021,121.0,206.6,3.49,110.6,193.4,3.28,111.3,200.8,1.125,0x04800480,0x00000000,0x00000000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002262,37.738,00:07:54:022,124.5,205.9,3.48,104.0,239.1,3.08,105.2,256.0,0.691,0x00000480,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002263,37.755,00:07:54:023,125.9,205.2,3.51,113.1,197.5,3.10,114.1,206.8,0.980,0x04800480,0x00000000,0x00000000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002264,37.771,00:07:54:024,129.3,204.5,3.48,118.4,194.0,3.20,119.4,201.8,1.095,0x04800480,0x00000000,0x00000040,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00002265,37.788,00:07:54:025,130.0,205.2,3.52,129.6,187.4,3.29,129.7,187.7,2.822,0x04800480,0x00000000,0x00000040,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00002266,37.805,00:07:54:026,130.6,204.7,3.52,91.8,226.4,2.99,93.2,258.6,0.396,0x00000480,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00002267,37.821,00:07:54:027,134.3,202.6,3.40,89.8,256.3,2.79,91.1,296.8,0.347,0x00000480,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00002268,37.838,00:07:54:028,133.9,204.2,3.43,82.9,245.9,2.78,83.6,291.8,0.303,0x00000480,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00002269,37.855,00:07:54:029,131.7,205.5,3.54,105.0,221.0,3.08,106.6,242.3,0.554,0x00000480,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00002270,37.872,00:07:54:030,131.3,204.1,3.48,98.1,219.7,3.01,99.6,246.5,0.457,0x00000480,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00002271,37.888,00:07:54:031,130.3,204.3,3.52,104.0,248.4,2.96,105.5,271.0,0.561,0x00000480,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00002272,37.905,00:07:54:032,129.9,202.6,3.47,103.6,236.6,3.01,105.2,258.4,0.562,0x00000480,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00002273,37.922,00:07:54:033,130.2,202.3,3.42,90.7,231.1,2.84,92.0,264.4,0.390,0x00000480,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00002274,37.938,00:07:54:034,97.2,212.6,3.53,121.5,242.7,2.96,109.3,227.7,100.000,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002275,37.955,00:07:54:035,216.4,228.4,3.46,193.8,223.4,3.15,199.5,241.5,0.637,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002276,37.972,00:07:54:036,278.7,227.5,3.35,263.8,236.4,3.21,269.7,248.6,0.881,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002277,37.988,00:07:54:037,305.5,239.0,3.34,282.1,250.0,3.21,292.5,270.0,0.620,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002278,38.005,00:07:54:038,305.3,236.5,3.28,238.7,205.2,2.96,264.4,261.0,0.230,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002279,38.022,00:07:54:039,301.6,235.9,3.35,282.7,251.0,3.17,291.0,267.1,0.738,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002280,38.038,00:07:54:040,298.4,236.9,3.39,276.8,255.2,3.13,286.1,273.9,0.661,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002281,38.055,00:07:54:041,303.1,235.3,3.31,276.7,247.5,3.09,288.2,270.2,0.559,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002282,38.072,00:07:54:042,303.3,237.3,3.33,275.6,252.0,3.15,287.6,276.0,0.538,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002283,38.088,00:07:54:043,300.6,236.6,3.37,273.1,250.9,3.03,284.8,274.7,0.540,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00002284,38.105,00:07:54:044,294.3,236.6,3.39,278.4,243.4,3.19,285.3,256.6,0.841,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00002285,38.122,00:07:54:045,242.0,223.9,3.43,208.3,220.3,2.96,218.1,247.5,0.452,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002286,38.138,00:07:54:046,189.4,215.3,3.30,79.3,278.4,1.99,80.1,402.6,0.129,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002287,38.155,00:07:54:047,140.8,209.2,3.49,130.8,224.5,2.89,131.9,232.3,1.154,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002288,38.172,00:07:54:048,146.5,210.0,3.51,140.8,236.9,2.82,141.5,241.4,1.576,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002289,38.188,00:07:54:049,161.3,207.7,3.29,98.4,280.0,2.12,101.6,343.4,0.244,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002290,38.205,00:07:54:050,155.1,206.5,3.48,144.4,219.6,3.01,145.9,227.8,1.109,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002291,38.222,00:07:54:051,156.9,207.4,3.42,125.4,234.5,2.69,128.8,260.8,0.480,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002292,38.239,00:07:54:052,156.8,207.4,3.45,160.1,184.8,3.05,159.5,182.6,6.097,0x04800000,0x00000000,0x00000000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00002293,38.255,00:07:54:053,158.0,206.0,3.43,121.6,232.9,2.64,125.2,263.6,0.420,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
